rank   rating    name
  825  0.064702  FairchiId
  826  0.064415  Codyangrybirdgo
  827  0.064321  Wqlke
  828  0.064313  CyanFlowers
  829  0.064157  cqrl
  830  0.064121  46thPresident
  831  0.064065  NotWinter737
  832  0.063703  no2pro
  833  0.063487  PlanetOfEnder
  834  0.063424  Azrock
  835  0.063304  TuxBee
  836  0.063300  Taco_loco_
  837  0.063066  Aroko1
  838  0.062971  Lethage
  839  0.062836  DqrkArcher
  840  0.062694  bobman111111
  841  0.062652  Bumble8850
  842  0.062578  callmore
  843  0.062419  _Panthera_
  844  0.062418  LuMelt
  845  0.062415  Topsumoi
  846  0.062393  CitrineFool
  847  0.062316  Bernkastel1972
  848  0.062256  JuRe20
  849  0.062186  PulsePolly
  850  0.062154  Wi9901z
  851  0.062042  Der25Cap
  852  0.062037  VictorLund8
  853  0.062032  BlueBoy_YT
  854  0.062010  Rang_I11
  855  0.061969  hardfrog
  856  0.061889  Daniyalplayz
  857  0.061848  KleineDraak54
  858  0.061834  CGQ_
  859  0.061706  maasn
  860  0.061656  abacadaeaf
  861  0.061582  Erikfzf
  862  0.061284  BirnLux
  863  0.061081  Barshing
  864  0.061036  Li1ChubChub
  865  0.061011  XaerosMiniMap
  866  0.060803  BedlessFox
  867  0.060776  AgentDino44
  868  0.060596  wiao
  869  0.060188  Phbc
  870  0.060184  Manueq12
  871  0.059985  Bee_39
  872  0.059976  LiteWhippedKream
  873  0.059969  CaffeinatedFrog
  874  0.059952  CrabbierBook187
  875  0.059864  SupdeiYT
  876  0.059864  TheTuxRabbit
  877  0.059827  Luckyw0lfy
  878  0.059738  Colifloor
  879  0.059738  BeHope
  880  0.059714  DuckZy_
  881  0.059706  IvanaLeilaAmbre
  882  0.059636  NotA0ua
  883  0.059546  marble_123
  884  0.059539  h0tp0tato
  885  0.059504  Tobrik
  886  0.059431  TrueApex1631
  887  0.059248  thelunarchicken
  888  0.059198  HeyItzShoto
  889  0.059059  Silklike
  890  0.059049  Da_KiD_WiZeyt
  891  0.059006  138x_
  892  0.058928  r0hkx
  893  0.058877  wilbur6062
  894  0.058801  OlleBob2011
  895  0.058716  Rybloom
  896  0.058713  ItzSmileyFun3433
  897  0.058658  SIMON2k24
  898  0.058621  Kumoeiko
  899  0.058610  kinoryu
  900  0.058599  565mkoioio
  901  0.058444  _ByDesrie
  902  0.058272  ShqdowFire
  903  0.058253  sqlmerr
  904  0.058223  __MoonFire__
  905  0.058215  xyae
  906  0.058104  pjma
  907  0.057986  _TuffTuff
  908  0.057956  JonGamer16
  909  0.057859  Oarin
  910  0.057786  YanTube
  911  0.057751  gclicx
  912  0.057751  Oxidiot
  913  0.057722  onvitil
  914  0.057595  SwagiHolo
  915  0.057561  JasonGames1422
  916  0.057547  Dont_Breathe
  917  0.057396  logbag
  918  0.057240  Dav1E
  919  0.057190  DerKaenGuru
  920  0.057172  fredalex
  921  0.057031  LILEUR
  922  0.056825  Owl___Man
  923  0.056756  ozzieo
  924  0.056690  BlueRaptor5764
  925  0.056687  Yamadi
  926  0.056679  The_Clearer
  927  0.056607  Juacoron
  928  0.056593  qCh1ll_
  929  0.056583  FastLogin
  930  0.056504  Checkln
  931  0.056456  Vip_kote_IMBAK
  932  0.056377  OLEKzPlutona
  933  0.056326  Big_Skamma
