rank   rating    name
  931  0.065452  panzer1206
  932  0.065169  RomanRicky
  933  0.065110  DuoShooter2833
  934  0.065052  ashstormm
  935  0.065046  MeloneTheMelon
  936  0.064998  efilymetahi_
  937  0.064905  QuinEddy
  938  0.064862  Kobeowatts
  939  0.064844  BreadEaterPeter
  940  0.064828  QienCheetopuff
  941  0.064771  KingDixie
  942  0.064703  fadbob1
  943  0.064696  McHunt132
  944  0.064679  Birb________
  945  0.064559  exodus_99
  946  0.064533  minesweepercat13
  947  0.064448  Dittonefi
  948  0.064438  KrispyyBacon
  949  0.064411  Weyzix__
  950  0.064401  winman4
  951  0.064345  KubaBabilon
  952  0.064330  Endergio26
  953  0.064313  SpiderRik
  954  0.064298  Dragumir83
  955  0.064188  Monosakii
  956  0.064158  _foxn
  957  0.064114  czerstwy
  958  0.064050  WildF1are
  959  0.064043  TakeKBpls_
  960  0.064037  nuuuugget
  961  0.063894  PartTimeWorker
  962  0.063876  R4venn7
  963  0.063867  MotorSportrauma
  964  0.063852  _shubi
  965  0.063720  Lachips26
  966  0.063711  Oliviooo
  967  0.063666  ngdragon26
  968  0.063637  VroseVazula
  969  0.063571  Plums_XD
  970  0.063361  NITRO47
  971  0.063359  jensArne100
  972  0.063333  SoulTB
  973  0.063284  EmpressCorgo
  974  0.063261  bambam9p
  975  0.063198  Hiinto
  976  0.063185  Lwie2K
  977  0.063112  ChocoMilk15
  978  0.063112  R3d_Pandaaa
  979  0.062791  Vapore0n
  980  0.062775  Allataaaak
  981  0.062736  MateuszRP
  982  0.062718  Rufusjack3
  983  0.062690  Elkiwiwi
  984  0.062668  DaKoDa1121
  985  0.062655  damaxiboy1234
  986  0.062633  Erenomm
  987  0.062583  8bjt
  988  0.062489  UPARUPA_JP
  989  0.062464  Foryst
  990  0.062428  wewoowewoo
  991  0.062408  tatiaus
  992  0.062362  Dragnap
  993  0.062296  Tahyme
  994  0.062183  _Anchored
  995  0.062081  Doom_ZenYT
  996  0.062050  AwexPlayz
  997  0.061954  lololy
  998  0.061737  Kellerzin
  999  0.061686  azzer__
 1000  0.061648  RealDiamondBlok
